"code","nom","adresse","latitude","longitude","horaires","jours_ouvert","image_url","email","telephone","ispmr","zone","paiement","acces","ouvert","actif","region.code","region.libelle","type.code","type.libelle"
694,"Resto U' Jean Monnet","8, avenue du Bivaque 54405 LONGWY",49.524067,5.756375,"11h30 – 13h30 (lundi – vendredi)","c(""Lundi"", ""Mardi"", ""Mercredi"", ""Jeudi"", ""Vendredi"", ""Samedi"", ""Dimanche""), c(FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE), c(TRUE, TRUE, TRUE, TRUE, TRUE, FALSE, FALSE), c(FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE)","https://api.croustillant.menu/v1/restaurants/694/preview",NA,"03.82.44.82.00",FALSE,"Longwy","Carte bancaire, IZLY","",TRUE,NA,19,"Nancy-Metz",1,"Restaurant"
695,"Resto U' Cormontaigne","Impasse Louis de Broglie 57970 YUTZ",49.350384,6.170606,"11h30 – 13h30 (lundi – vendredi)","c(""Lundi"", ""Mardi"", ""Mercredi"", ""Jeudi"", ""Vendredi"", ""Samedi"", ""Dimanche""), c(FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE), c(TRUE, TRUE, TRUE, TRUE, TRUE, FALSE, FALSE), c(FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE)","https://api.croustillant.menu/v1/restaurants/695/preview",NA,"03.82.83.26.85",FALSE,"Yutz","Carte bancaire, IZLY","",TRUE,NA,19,"Nancy-Metz",1,"Restaurant"
1675,"Cafétéria Jourdan","48 Boulevard Jourdan 75014 Paris",48.822258,2.3307943,"Du lundi au vendredi de 8h à 15h, Vente à emporter, Accessible aux étudiants et personnels de l'ENS Jourdan","c(""Lundi"", ""Mardi"", ""Mercredi"", ""Jeudi"", ""Vendredi"", ""Samedi"", ""Dimanche""), c(TRUE, TRUE, TRUE, TRUE, TRUE, FALSE, FALSE), c(TRUE, TRUE, TRUE, TRUE, TRUE, FALSE, FALSE), c(FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE)",NA,NA,NA,FALSE,"Paris 14","Carte bancaire, IZLY","Ligne 4 - arrêt Porte d'Orléans",TRUE,NA,22,"Paris",2,"Cafétéria"
697,"Resto U' Metz'In","6 rue Augustin Fresnel 57070 Metz",49.09416,6.227297,"11h30 – 13h30 (lundi – vendredi)","c(""Lundi"", ""Mardi"", ""Mercredi"", ""Jeudi"", ""Vendredi"", ""Samedi"", ""Dimanche""), c(FALSE, FALSE, TRUE, TRUE, FALSE, FALSE, FALSE), c(TRUE, TRUE, TRUE, TRUE, TRUE, FALSE, FALSE), c(FALSE, FALSE, TRUE, TRUE, FALSE, FALSE, FALSE)","https://api.croustillant.menu/v1/restaurants/697/preview",NA,"03.87.20.47.11",FALSE,"Metz","Carte bancaire, IZLY","",TRUE,NA,19,"Nancy-Metz",1,"Restaurant"
1251,"Cafétéria du R.U. d'Arras","10 rue des voituriers , 62000 ARRAS",50.283623,2.792837,"8h -14h","c(""Lundi"", ""Mardi"", ""Mercredi"", ""Jeudi"", ""Vendredi"", ""Samedi"", ""Dimanche""), c(TRUE, TRUE, TRUE, TRUE, TRUE, FALSE, FALSE), c(TRUE, TRUE, TRUE, TRUE, TRUE, FALSE, FALSE), c(FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE)","https://api.croustillant.menu/v1/restaurants/1251/preview","restaurant.arras@crous-lille.fr","03.74.09.11.98",TRUE,"Arras","Carte bancaire, IZLY","",TRUE,NA,16,"Lille",2,"Cafétéria"
1546,"(S)pace Artem","Rue Michel Dinet, 54000 NANCY",48.672478,6.168726,"11h30 – 13h30 (lundi – vendredi)","c(""Lundi"", ""Mardi"", ""Mercredi"", ""Jeudi"", ""Vendredi"", ""Samedi"", ""Dimanche""), c(FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE), c(TRUE, TRUE, TRUE, TRUE, TRUE, FALSE, FALSE), c(FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE)","https://api.croustillant.menu/v1/restaurants/1546/preview",NA,"03.83.53.33.50",TRUE,"Nancy","Carte bancaire, IZLY","Ligne 11 : Arrêt Artem, Ligne B : Arrêt Nancy Artem",TRUE,NA,19,"Nancy-Metz",1,"Restaurant"
1582,"Resto U' CentraleSupélec","2 rue Edouard Belin 57070 Metz Technopôle",49.10452,6.2204823,"11h30 – 13h30 (lundi – vendredi)","c(""Lundi"", ""Mardi"", ""Mercredi"", ""Jeudi"", ""Vendredi"", ""Samedi"", ""Dimanche""), c(FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE), c(TRUE, TRUE, TRUE, TRUE, TRUE, FALSE, FALSE), c(FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE)","https://api.croustillant.menu/v1/restaurants/1582/preview",NA,"03.87.76.47.47",FALSE,"Metz","Carte bancaire, IZLY","",TRUE,NA,19,"Nancy-Metz",1,"Restaurant"
835,"Cafétéria Malesherbes","108 boulevard Malesherbes 75017 Paris",48.88354,2.3095484,"Du lundi au vendredi, de 8h00 à 17h10, Vente à emporter, Accessible aux étudiants et personnels de Sorbonne Université.","c(""Lundi"", ""Mardi"", ""Mercredi"", ""Jeudi"", ""Vendredi"", ""Samedi"", ""Dimanche""), c(TRUE, TRUE, TRUE, TRUE, TRUE, FALSE, FALSE), c(TRUE, TRUE, TRUE, TRUE, TRUE, FALSE, FALSE), c(FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE)","https://api.croustillant.menu/v1/restaurants/835/preview",NA,NA,FALSE,"Paris 17","Espèces, IZLY","Métro : Malesherbes",TRUE,NA,22,"Paris",2,"Cafétéria"
1608,"RU Condorcet","8 Cours des Humanités, 93330 Aubervilliers",48.909443,2.366792,"Du lundi au vendredi de 11h à 14h30, Accessible à tout étudiant et à tout personnel de l'enseignement supérieur.","c(""Lundi"", ""Mardi"", ""Mercredi"", ""Jeudi"", ""Vendredi"", ""Samedi"", ""Dimanche""), c(FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE), c(TRUE, TRUE, TRUE, TRUE, TRUE, FALSE, FALSE), c(FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE)","https://api.croustillant.menu/v1/restaurants/1608/preview",NA,NA,FALSE,"Aubervilliers","Carte bancaire, IZLY","Métro : Front populaire",TRUE,NA,22,"Paris",1,"Restaurant"
997,"RU IAE","Clos Guiot - Puyricard - CS 30063 - 13089 Aix-en- Provence cedex 2",43.586143,5.422629,"Du lundi au vendredi : 11h30-14h00","c(""Lundi"", ""Mardi"", ""Mercredi"", ""Jeudi"", ""Vendredi"", ""Samedi"", ""Dimanche""), c(FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE), c(TRUE, TRUE, TRUE, TRUE, TRUE, FALSE, FALSE), c(FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE)","https://api.croustillant.menu/v1/restaurants/997/preview",NA,"04.42.28.08.69",TRUE,"Aix","Carte bancaire, IZLY","",TRUE,NA,26,"Aix-Marseille",1,"Restaurant"
1,"Resto U' Cap Sud","2 avenue Poplawski à PAU",43.313084,-0.367188,"du lundi au vendredi, SELF : 11h15 - 13h45 | 18h-19h30, BAR : 11h30-14h, SANDWICHERIE : 11h15 - 13h45, L'OASIS (restaurant administratif) : 11h30 - 13h45","c(""Lundi"", ""Mardi"", ""Mercredi"", ""Jeudi"", ""Vendredi"", ""Samedi"", ""Dimanche""), c(FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE), c(TRUE, TRUE, TRUE, TRUE, TRUE, FALSE, FALSE), c(TRUE, TRUE, TRUE, TRUE, FALSE, FALSE, FALSE)","https://api.croustillant.menu/v1/restaurants/1/preview",NA,"05.59.14.01.75",TRUE,"Pau","Carte bancaire, IZLY","Bus 2,4, 6, 13",TRUE,NA,1,"Bordeaux",1,"Restaurant"
8,"Resto U' la Vague","Avenue de l'Université 64000 PAU",43.31581,-0.364055,"du lundi au vendredi, SELF : 11h15-13h45, BAR : 8h15-14h, SANDWICHERIE : 11h15-14h, RESTAURANT DES PERSONNELS : 12h-14h","c(""Lundi"", ""Mardi"", ""Mercredi"", ""Jeudi"", ""Vendredi"", ""Samedi"", ""Dimanche""), c(FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE), c(TRUE, TRUE, TRUE, TRUE, TRUE, FALSE, FALSE), c(FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE)","https://api.croustillant.menu/v1/restaurants/8/preview",NA,"05.59.84.91.00",TRUE,"Pau","Carte bancaire, IZLY","Bus 6 - Arrêt : Faculté / Bus 2,12,13,20, 21 - Arrêt : Université",TRUE,NA,1,"Bordeaux",1,"Restaurant"
2303,"CH de Mont de Marsan","Avenue Pierre de Coubertin, BP 417, 40024 Mont-de-Marsan",43.893753,-0.4883998,"","c(""Lundi"", ""Mardi"", ""Mercredi"", ""Jeudi"", ""Vendredi"", ""Samedi"", ""Dimanche""), c(FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE), c(TRUE, TRUE, TRUE, TRUE, TRUE, FALSE, FALSE), c(FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE)",NA,NA,NA,TRUE,"Mont de marsan","","",TRUE,NA,1,"Bordeaux",4,"Restaurant agréé"
1191,"R.U. Flers (campus Pont de Bois)","2 rue du Barreau , 59650 VILLENEUVE D'ASCQ",50.626724,3.127469,"11h00-13h45","c(""Lundi"", ""Mardi"", ""Mercredi"", ""Jeudi"", ""Vendredi"", ""Samedi"", ""Dimanche""), c(FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE), c(TRUE, TRUE, TRUE, TRUE, TRUE, FALSE, FALSE), c(FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE)","https://api.croustillant.menu/v1/restaurants/1191/preview","restaurant.flers@crous-lille.fr","03.74.09.11.71",TRUE,"Villeneuve d'ascq (pont de bois)","IZLY","Métro Pont de Bois",TRUE,NA,16,"Lille",1,"Restaurant"
999,"Cafétéria IAE","Clos Guiot - Puyricard - CS 30063 13089 Aix-en-Provence cedex 2",43.586143,5.422629,"Du lundi au vendredi : 10h00 à 14h30","c(""Lundi"", ""Mardi"", ""Mercredi"", ""Jeudi"", ""Vendredi"", ""Samedi"", ""Dimanche""), c(TRUE, TRUE, TRUE, TRUE, TRUE, FALSE, FALSE), c(TRUE, TRUE, TRUE, TRUE, TRUE, FALSE, FALSE), c(FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE)",NA,NA,"04.42.28.08.69",FALSE,"Aix","Carte bancaire, IZLY","",TRUE,NA,26,"Aix-Marseille",2,"Cafétéria"
1250,"Cafétéria du R.U. Boulogne","46 rue du Vivier , 62200 BOULOGNE SUR MER",50.72691,1.605246,"8h - 16h","c(""Lundi"", ""Mardi"", ""Mercredi"", ""Jeudi"", ""Vendredi"", ""Samedi"", ""Dimanche""), c(FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE), c(TRUE, TRUE, TRUE, TRUE, TRUE, FALSE, FALSE), c(FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE)","https://api.croustillant.menu/v1/restaurants/1250/preview","restaurant.boulogne@crous-lille.fr","03.59.61.70.20",TRUE,"Boulogne sur mer","Carte bancaire, IZLY","",TRUE,NA,16,"Lille",2,"Cafétéria"
1594,"Crous Moovy Market' #2","Derrière le Sirtaki, 23 esplanade des Antilles 33600 Pessac",44.795887,-0.6168157,"du lundi au vendredi, 10h - 14h","c(""Lundi"", ""Mardi"", ""Mercredi"", ""Jeudi"", ""Vendredi"", ""Samedi"", ""Dimanche""), c(FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE), c(TRUE, TRUE, TRUE, TRUE, TRUE, FALSE, FALSE), c(FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE)","https://api.croustillant.menu/v1/restaurants/1594/preview",NA,"05.57.96.76.77",FALSE,"Pessac","Carte bancaire, IZLY","Tram B - arrêt Montaigne-Montesquieu",TRUE,NA,1,"Bordeaux",3,"épicerie"
714,"Resto U Montebello","96 avenue de Valrose 06106 Nice",43.71771,7.2679377,"11h30 - 13h45","c(""Lundi"", ""Mardi"", ""Mercredi"", ""Jeudi"", ""Vendredi"", ""Samedi"", ""Dimanche""), c(FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE), c(TRUE, TRUE, TRUE, TRUE, TRUE, FALSE, FALSE), c(FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE)","https://api.croustillant.menu/v1/restaurants/714/preview",NA,"04.92.07.77.17",FALSE,"Nice","IZLY","Bus n° 1, 2, 22, 23, 24, 37, Tramway arrêt Valrose université",TRUE,NA,20,"Nice",1,"Restaurant"
723,"Resto U Saint Jean d'Angély","5 rue du 22ème BCA 06357 Nice",43.708984,7.2886,"11h30 - 13h30","c(""Lundi"", ""Mardi"", ""Mercredi"", ""Jeudi"", ""Vendredi"", ""Samedi"", ""Dimanche""), c(FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE), c(TRUE, TRUE, TRUE, TRUE, TRUE, FALSE, FALSE), c(FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE)","https://api.croustillant.menu/v1/restaurants/723/preview",NA,"04.92.00.12.87",TRUE,"Nice","Carte bancaire, IZLY","bus n° 20, Tramway arrêt Saint Jean d?Angély université",TRUE,NA,20,"Nice",1,"Restaurant"
728,"Resto U Le Coudon","RN 98 83130 La Garde",43.13626,6.0174074,"11h30 - 13h30","c(""Lundi"", ""Mardi"", ""Mercredi"", ""Jeudi"", ""Vendredi"", ""Samedi"", ""Dimanche""), c(FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE), c(TRUE, TRUE, TRUE, TRUE, TRUE, FALSE, FALSE), c(FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE)","https://api.croustillant.menu/v1/restaurants/728/preview",NA,"04.94.08.83.00",FALSE,"La garde","IZLY","",TRUE,NA,20,"Nice",1,"Restaurant"
1009,"RU Luminy","171 avenue de Luminy - 13009 Marseille",43.238094,5.43562,"Du lundi au vendredi : 11h30-13h30, Du lundi au jeudi : 18h30 - 20h15","c(""Lundi"", ""Mardi"", ""Mercredi"", ""Jeudi"", ""Vendredi"", ""Samedi"", ""Dimanche""), c(FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE), c(TRUE, TRUE, TRUE, TRUE, TRUE, FALSE, FALSE), c(TRUE, TRUE, TRUE, TRUE, FALSE, FALSE, FALSE)","https://api.croustillant.menu/v1/restaurants/1009/preview",NA,"04.91.41.19.84",TRUE,"Marseille","Carte bancaire, IZLY","",TRUE,NA,26,"Aix-Marseille",1,"Restaurant"
32,"Cafétéria Mini'Gem","8 avenue Blaise Pascal BP 90176 86960 FUTUROSCOPE CHASSENEUIL",46.6625,0.360039,"ouvert habituellement, de 11h45 - 13h30, du lundi au vendredi","c(""Lundi"", ""Mardi"", ""Mercredi"", ""Jeudi"", ""Vendredi"", ""Samedi"", ""Dimanche""), c(TRUE, TRUE, TRUE, TRUE, TRUE, FALSE, FALSE), c(TRUE, TRUE, TRUE, TRUE, TRUE, FALSE, FALSE), c(FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE)","https://api.croustillant.menu/v1/restaurants/32/preview","restaurant.gemini@crous-poitiers.fr","05.49.49.85.01",TRUE,"Futuroscope","IZLY","Comment y aller ?, Arrêt de bus à proximité : Téléport 2, Université (lignes 1, 1 Express, E)",TRUE,NA,2,"Poitiers",2,"Cafétéria"
54,"La Rochelle RU REPUBLIQUE","90 boulevard de la République 17000 LA ROCHELLE",46.138786,-1.15192,"Self, vente à emporter et libre service : ouverts du lundi au vendredi de 11h30 à 14h00.","c(""Lundi"", ""Mardi"", ""Mercredi"", ""Jeudi"", ""Vendredi"", ""Samedi"", ""Dimanche""), c(FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE), c(TRUE, TRUE, TRUE, TRUE, TRUE, FALSE, FALSE), c(FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE)","https://api.croustillant.menu/v1/restaurants/54/preview","restaurant.republique@crous-poitiers.fr","05.46.45.08.08",TRUE,"La rochelle","IZLY","Arrêt de bus à proximité : lignes de bus Illico",TRUE,NA,2,"Poitiers",1,"Restaurant"
2041,"La Rochelle RU VESPUCCI VAE",NA,46.16,-1.154017,"","c(""Lundi"", ""Mardi"", ""Mercredi"", ""Jeudi"", ""Vendredi"", ""Samedi"", ""Dimanche""), c(FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE), c(TRUE, TRUE, TRUE, TRUE, TRUE, FALSE, FALSE), c(FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE)",NA,NA,NA,NA,"La rochelle","","",TRUE,NA,2,"Poitiers",5,"Brasserie"
1433,"Cafétéria Ufraps - Saint-Martin-d'Hères","Domaine Universitaire 1741 rue de la piscine 38406 St Martin d'Hères",45.1982,5.777085,"du lundi au vendredi de 7h30 à 14h00","c(""Lundi"", ""Mardi"", ""Mercredi"", ""Jeudi"", ""Vendredi"", ""Samedi"", ""Dimanche""), c(TRUE, TRUE, TRUE, TRUE, TRUE, FALSE, FALSE), c(TRUE, TRUE, TRUE, TRUE, TRUE, FALSE, FALSE), c(FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE)","https://api.croustillant.menu/v1/restaurants/1433/preview",NA,NA,FALSE,"Saint martin d'heres","Carte bancaire, IZLY","",TRUE,NA,15,"Grenoble",2,"Cafétéria"
2297,"Cafétéria EVE - Bourget-du-Lac","Avenue du lac d'Annecy - 73370 Le Bourget-du-Lac",45.64144,5.87051,"lundi au vendredi : 11h30 à 13h30","c(""Lundi"", ""Mardi"", ""Mercredi"", ""Jeudi"", ""Vendredi"", ""Samedi"", ""Dimanche""), c(FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE), c(TRUE, TRUE, TRUE, TRUE, TRUE, FALSE, FALSE), c(FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE)",NA,NA,NA,TRUE,"Bourget du lac","Carte bancaire, IZLY","",TRUE,NA,15,"Grenoble",2,"Cafétéria"
1176,"Cafeteria FLLASH","Campus universitaire Le Mont Houy - Bat. FLLASH",50.32637,3.509963,"08h - 15h30","c(""Lundi"", ""Mardi"", ""Mercredi"", ""Jeudi"", ""Vendredi"", ""Samedi"", ""Dimanche""), c(TRUE, TRUE, TRUE, TRUE, TRUE, FALSE, FALSE), c(TRUE, TRUE, TRUE, TRUE, TRUE, FALSE, FALSE), c(FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE)","https://api.croustillant.menu/v1/restaurants/1176/preview","restaurant.monthouy1@crous-lille.fr","03.59.61.70.63",TRUE,"Valenciennes (domaine universitaire)","Privatif, Carte bancaire","Tram Arret Chemin vert",TRUE,NA,16,"Lille",2,"Cafétéria"
1252,"Cafeteria du R.U. Schweitzer (Bethune)","1326 rue de l'Universite , 62400 BETHUNE",50.516293,2.658828,"11h15 - 15h","c(""Lundi"", ""Mardi"", ""Mercredi"", ""Jeudi"", ""Vendredi"", ""Samedi"", ""Dimanche""), c(FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE), c(TRUE, TRUE, TRUE, TRUE, TRUE, FALSE, FALSE), c(FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE)","https://api.croustillant.menu/v1/restaurants/1252/preview","restaurant.schweitzer@crous-lille.fr","03.74.09.12.89",TRUE,"Béthune","Carte bancaire, IZLY","",TRUE,NA,16,"Lille",2,"Cafétéria"
259,"Restaurant du Bailly","avenue des Facultés, 80480 SALOUEL",49.87285,2.265,"Restauration traditionnelle : Ouvert de 11h à 13h45 du lundi au vendredi et de 18h30 à 20h15 du lundi au jeudi, Snack et sandwicherie : ouvert de 8h à 14h","c(""Lundi"", ""Mardi"", ""Mercredi"", ""Jeudi"", ""Vendredi"", ""Samedi"", ""Dimanche""), c(FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE), c(TRUE, TRUE, TRUE, TRUE, TRUE, FALSE, FALSE), c(TRUE, TRUE, TRUE, TRUE, FALSE, FALSE, FALSE)","https://api.croustillant.menu/v1/restaurants/259/preview","ru.amiens-sud.secretariat@crous-amiens.fr","03.22.71.91.50",TRUE,"Amiens campus","IZLY","",TRUE,NA,7,"Amiens",1,"Restaurant"
1690,"Café Culture","Avenue Paul Langevin",50.610302,3.1407788,"EN TRAVAUX","c(""Lundi"", ""Mardi"", ""Mercredi"", ""Jeudi"", ""Vendredi"", ""Samedi"", ""Dimanche""), c(TRUE, TRUE, TRUE, TRUE, TRUE, FALSE, FALSE), c(TRUE, TRUE, TRUE, TRUE, TRUE, FALSE, FALSE), c(FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE)",NA,"restaurant.barrois@crous-lille.fr",NA,FALSE,"Villeneuve d'ascq (cité scientifique)","Carte bancaire, IZLY","",TRUE,NA,16,"Lille",12,"Coffee Corner"
1012,"Cafétéria Canebière","Fac de droit - Canebière - 13001 Marseille",43.298004,5.3828206,"Du lundi au vendredi : 7h30 - 17h00","c(""Lundi"", ""Mardi"", ""Mercredi"", ""Jeudi"", ""Vendredi"", ""Samedi"", ""Dimanche""), c(TRUE, TRUE, TRUE, TRUE, TRUE, FALSE, FALSE), c(TRUE, TRUE, TRUE, TRUE, TRUE, FALSE, FALSE), c(FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE)","https://api.croustillant.menu/v1/restaurants/1012/preview",NA,"04.91.02.58.17",TRUE,"Marseille","Carte bancaire, IZLY","",TRUE,NA,26,"Aix-Marseille",2,"Cafétéria"
2238,"Market' Boudonville","61 rue de Boudonville, 54000 Nancy",48.69764,6.165334,"10h30 – 19h30 (lundi - vendredi), 11h00 – 14h00 (samedi), fermé ce vendredi 20/03 à 15h30","c(""Lundi"", ""Mardi"", ""Mercredi"", ""Jeudi"", ""Vendredi"", ""Samedi"", ""Dimanche""), c(TRUE, TRUE, TRUE, TRUE, TRUE, FALSE, FALSE), c(TRUE, TRUE, TRUE, TRUE, TRUE, TRUE, FALSE), c(TRUE, TRUE, TRUE, TRUE, FALSE, FALSE, FALSE)","https://api.croustillant.menu/v1/restaurants/2238/preview",NA,NA,FALSE,"Nancy","Carte bancaire, IZLY","",TRUE,NA,19,"Nancy-Metz",3,"épicerie"
112,"Resto U' Le Célé","IUT de Figeac, Avenue de Nayrac, 46100 Figeac",44.6088,2.01387,"Du lundi au vendredi de 11h30 à 13h., Attention, ces horaires sont susceptibles d'évoluer.","c(""Lundi"", ""Mardi"", ""Mercredi"", ""Jeudi"", ""Vendredi"", ""Samedi"", ""Dimanche""), c(TRUE, FALSE, TRUE, TRUE, FALSE, FALSE, FALSE), c(TRUE, TRUE, TRUE, TRUE, TRUE, FALSE, FALSE), c(FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE)","https://api.croustillant.menu/v1/restaurants/112/preview","contact.figeac@crous-toulouse.fr","05.61.12.55.68",TRUE,"Figeac","Privatif, Carte bancaire","",TRUE,NA,5,"Toulouse",1,"Restaurant"
2277,"Cafet' Lettres","23 Boulevard Albert 1er 54000 Nancy",48.694454,6.16687,"7h30 – 17h (lundi – jeudi), 7h30 - 14h30 (vendredi)","c(""Lundi"", ""Mardi"", ""Mercredi"", ""Jeudi"", ""Vendredi"", ""Samedi"", ""Dimanche""), c(TRUE, TRUE, TRUE, TRUE, TRUE, FALSE, FALSE), c(TRUE, TRUE, TRUE, TRUE, TRUE, FALSE, FALSE), c(FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE)","https://api.croustillant.menu/v1/restaurants/2277/preview",NA,NA,TRUE,"Nancy","Carte bancaire, IZLY","",TRUE,NA,19,"Nancy-Metz",2,"Cafétéria"
766,"RU des Tanneurs","40 rue des Tanneurs 37000 Tours",47.39572,0.680197,"Ouvert de 11h30 à 13h30.","c(""Lundi"", ""Mardi"", ""Mercredi"", ""Jeudi"", ""Vendredi"", ""Samedi"", ""Dimanche""), c(TRUE, TRUE, TRUE, FALSE, FALSE, FALSE, FALSE), c(TRUE, TRUE, TRUE, TRUE, TRUE, TRUE, FALSE), c(FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE)","https://api.croustillant.menu/v1/restaurants/766/preview",NA,NA,TRUE,"Tours","Carte bancaire, IZLY","",TRUE,NA,21,"Orléans-Tours",1,"Restaurant"
132,"RU Les États-Unis","45, avenue des États-Unis - 78000 Versailles",48.812267,2.149812,"11h30-14h","c(""Lundi"", ""Mardi"", ""Mercredi"", ""Jeudi"", ""Vendredi"", ""Samedi"", ""Dimanche""), c(FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE), c(TRUE, TRUE, TRUE, TRUE, TRUE, FALSE, FALSE), c(FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE)","https://api.croustillant.menu/v1/restaurants/132/preview",NA,"01.39.50.10.04",TRUE,"Yvelines","IZLY","",TRUE,NA,6,"Versailles",1,"Restaurant"
908,"Resto U' Mélénik","148 Boulevard de Verdun, RENNES",48.12286,-1.685289,"11h30-13h45, du lundi au vendredi","c(""Lundi"", ""Mardi"", ""Mercredi"", ""Jeudi"", ""Vendredi"", ""Samedi"", ""Dimanche""), c(FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE), c(TRUE, TRUE, TRUE, TRUE, TRUE, FALSE, FALSE), c(FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE)","https://api.croustillant.menu/v1/restaurants/908/preview","ru.villejean1@crous-rennes.fr","02.99.59.50.74",TRUE,"Rennes ouest-villejean","Carte bancaire, IZLY","Métro, arrêt «Anatole France»",TRUE,NA,24,"Rennes",1,"Restaurant"
133,"Cafétéria Descartes","45, avenue des États-Unis - 78000 Versailles",48.812954,2.1480095,"8h-17h","c(""Lundi"", ""Mardi"", ""Mercredi"", ""Jeudi"", ""Vendredi"", ""Samedi"", ""Dimanche""), c(TRUE, TRUE, TRUE, TRUE, TRUE, FALSE, FALSE), c(TRUE, TRUE, TRUE, TRUE, TRUE, FALSE, FALSE), c(FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE)","https://api.croustillant.menu/v1/restaurants/133/preview",NA,"01.39.50.14.83",TRUE,"Yvelines","Carte bancaire, IZLY","",TRUE,NA,6,"Versailles",2,"Cafétéria"
1010,"RU Saint-Jérôme","Avenue Henri Poincaré - 13397 Marseille cedex 4",43.335224,5.408098,"Du lundi au vendredi : 11h30-13h30","c(""Lundi"", ""Mardi"", ""Mercredi"", ""Jeudi"", ""Vendredi"", ""Samedi"", ""Dimanche""), c(FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE), c(TRUE, TRUE, TRUE, TRUE, TRUE, FALSE, FALSE), c(FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE)","https://api.croustillant.menu/v1/restaurants/1010/preview",NA,"04.91.10.11.02",FALSE,"Marseille","Carte bancaire, IZLY","",TRUE,NA,26,"Aix-Marseille",1,"Restaurant"
